	seqid	source	exon_type	start	end	length	homology	strand	phase	attributes
35	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	2955	2991.0	37.0	62.16	+	.	HIE_OG0030308
36	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	2992	3402.0	411.0	0.0	+	.	HIE_OG0030308
37	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	3403	3448.0	46.0	65.22	+	.	HIE_OG0030308
38	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	3449	3714.0	266.0	0.0	+	.	HIE_OG0030308
39	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	3715	3749.0	35.0	71.43	+	.	HIE_OG0030308
40	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	3750	3948.0	199.0	0.0	+	.	HIE_OG0030308
41	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	3949	3996.0	48.0	72.92	+	.	HIE_OG0030308
42	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	3997	4150.0	154.0	0.0	+	.	HIE_OG0030308
43	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	4151	4181.0	31.0	61.29	+	.	HIE_OG0030308
44	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	4182	4212.0	31.0	0.0	+	.	HIE_OG0030308
45	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	4213	4259.0	47.0	63.83	+	.	HIE_OG0030308
46	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	4260	5301.0	1042.0	0.0	+	.	HIE_OG0030308
47	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	5302	5340.0	39.0	66.67	+	.	HIE_OG0030308
48	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	5341	5511.0	171.0	0.0	+	.	HIE_OG0030308
49	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	5512	5550.0	39.0	64.1	+	.	HIE_OG0030308
50	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	5551	6293.0	743.0	0.0	+	.	HIE_OG0030308
51	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	6294	6350.0	57.0	64.91	+	.	HIE_OG0030308
52	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	6351	6360.0	10.0	0.0	+	.	HIE_OG0030308
53	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	6361	6391.0	31.0	70.97	+	.	HIE_OG0030308
54	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	6392	6492.0	101.0	0.0	+	.	HIE_OG0030308
55	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	6493	6524.0	32.0	68.75	+	.	HIE_OG0030308
56	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	6525	6554.0	30.0	0.0	+	.	HIE_OG0030308
57	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	6555	6589.0	35.0	65.71	+	.	HIE_OG0030308
58	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	6590	6773.0	184.0	0.0	+	.	HIE_OG0030308
59	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	6774	6810.0	37.0	67.57	+	.	HIE_OG0030308
60	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	6811	7052.0	242.0	0.0	+	.	HIE_OG0030308
61	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	7053	7103.0	51.0	68.63	+	.	HIE_OG0030308
62	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	7104	7394.0	291.0	0.0	+	.	HIE_OG0030308
63	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	7395	7427.0	33.0	66.67	+	.	HIE_OG0030308
64	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	7428	7972.0	545.0	0.0	+	.	HIE_OG0030308
65	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	7973	8003.0	31.0	67.74	+	.	HIE_OG0030308
66	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	8004	8156.0	153.0	0.0	+	.	HIE_OG0030308
67	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	8157	8200.0	44.0	65.91	+	.	HIE_OG0030308
68	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	8201	8380.0	180.0	0.0	+	.	HIE_OG0030308
69	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	8381	8415.0	35.0	65.71	+	.	HIE_OG0030308
70	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	8416	10019.0	1604.0	0.0	+	.	HIE_OG0030308
71	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	10020	10056.0	37.0	70.27	+	.	HIE_OG0030308
72	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	10057	10366.0	310.0	0.0	+	.	HIE_OG0030308
73	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	10367	10410.0	44.0	65.91	+	.	HIE_OG0030308
74	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	10411	10518.0	108.0	0.0	+	.	HIE_OG0030308
75	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	10519	10573.0	55.0	58.18	+	.	HIE_OG0030308
76	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	10574	10636.0	63.0	0.0	+	.	HIE_OG0030308
77	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	10637	10667.0	31.0	70.97	+	.	HIE_OG0030308
78	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	10668	11273.0	606.0	0.0	+	.	HIE_OG0030308
79	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	TLH	11274	11325.0	52.0	63.46	+	.	HIE_OG0030308
80	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	TLH	147	317.0	171.0	84.21		.	HIE_OG0030309
81	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	318	1523.0	1206.0	0.0		.	HIE_OG0030309
82	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	TLH	1524	1584.0	61.0	95.08		.	HIE_OG0030309
83	LON_SL+_GGOE01000328.1		TLH	181	223.0	43.0	67.44	+	.	LON_OG0030307
84	LON_SL+_GGOE01000328.1		intron	224	228.0	5.0	0.0	+	.	LON_OG0030307
85	LON_SL+_GGOE01000328.1		TLH	229	273.0	45.0	64.44	+	.	LON_OG0030307
86	LON_SL+_GGOE01000328.1		intron	274	306.0	33.0	0.0	+	.	LON_OG0030307
87	LON_SL+_GGOE01000328.1		TLH	307	384.0	78.0	66.67	+	.	LON_OG0030307
88	LON_SL+_GGOE01000328.1		intron	385	526.0	142.0	0.0	+	.	LON_OG0030307
89	LON_SL+_GGOE01000328.1		TLH	527	625.0	99.0	67.68	+	.	LON_OG0030307
90	LON_SL+_GGOE01000328.1		intron	626	641.0	16.0	0.0	+	.	LON_OG0030307
91	LON_SL+_GGOE01000328.1		TLH	642	721.0	80.0	68.75	+	.	LON_OG0030307
92	LON_SL+_GGOE01000328.1		intron	722	748.0	27.0	0.0	+	.	LON_OG0030307
93	LON_SL+_GGOE01000328.1		TLH	749	819.0	71.0	64.79	+	.	LON_OG0030307
94	LON_SL+_GGOE01000328.1		intron	820	928.0	109.0	0.0	+	.	LON_OG0030307
95	LON_SL+_GGOE01000328.1		TLH	929	969.0	41.0	68.29	+	.	LON_OG0030307
96	LON_SL+_GGOE01000328.1		intron	970	973.0	4.0	0.0	+	.	LON_OG0030307
97	LON_SL+_GGOE01000328.1		TLH	974	1016.0	43.0	65.12	+	.	LON_OG0030307
98	LON_SL+_GGOE01000359.1		TLH	190	302.0	113.0	93.81	+	.	LON_OG0030309
99	LON_SL_GGOE01000331.1		TLH	200	349.0	150.0	30.67		.	LON_OG0030308
100	LON_SL_GGOE01000331.1		intron	350	544.0	195.0	0.0		.	LON_OG0030308
101	LON_SL_GGOE01000331.1		TLH	545	601.0	57.0	56.14		.	LON_OG0030308
102	LON_SL_GGOE01000331.1		intron	602	650.0	49.0	0.0		.	LON_OG0030308
103	LON_SL_GGOE01000331.1		TLH	651	698.0	48.0	16.67		.	LON_OG0030308
104	LON_SL_GGOE01000331.1		intron	699	1177.0	479.0	0.0		.	LON_OG0030308
105	LON_SL_GGOE01000331.1		TLH	1178	1237.0	60.0	8.33		.	LON_OG0030308
106	LON_SL_GGOE01000331.1		intron	1238	1564.0	327.0	0.0		.	LON_OG0030308
107	LON_SL_GGOE01000331.1		TLH	1565	1606.0	42.0	0.0		.	LON_OG0030308
108	LON_SL_GGOE01000331.1		intron	1607	2079.0	473.0	0.0		.	LON_OG0030308
109	LON_SL_GGOE01000331.1		TLH	2080	2139.0	60.0	35.0		.	LON_OG0030308
