	seqid	source	exon_type	start	end	length	homology	strand	phase	attributes
98	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	17719	18106.0	96	97.94	+	.	GRA_OG0030308
99	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	18107	18426.0	320	99.07	+	.	GRA_OG0030308
12	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	200	368.0	169	98.82	+	.	HIE_OG0030307
12	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	369	999.0	169	98.82	+	.	HIE_OG0030307
13	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	1000	1106.0	107	98.15	+	.	HIE_OG0030307
13	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	1107	1279.0	107	98.15	+	.	HIE_OG0030307
14	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	1280	1391.0	112	98.23	+	.	HIE_OG0030307
14	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	1392	2327.0	112	98.23	+	.	HIE_OG0030307
16	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	2328	2481.0	154	98.71	+	.	HIE_OG0030307
16	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	2482	2887.0	154	98.71	+	.	HIE_OG0030307
17	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	2888	2977.0	90	97.8	+	.	HIE_OG0030307
17	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	2978	3209.0	90	97.8	+	.	HIE_OG0030307
18	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	3210	3342.0	133	98.51	+	.	HIE_OG0030307
18	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	3343	5851.0	133	98.51	+	.	HIE_OG0030307
21	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	5852	5994.0	143	98.61	+	.	HIE_OG0030307
172	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	fine	199	345.0	147	98.65	+	.	HIE_OG0030308
136	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	1821	1998.0	178	98.88		.	HIE_OG0030309
136	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	1999	2341.0	178	98.88		.	HIE_OG0030309
137	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	2342	2495.0	154	98.71		.	HIE_OG0030309
137	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	2496	3119.0	154	98.71		.	HIE_OG0030309
138	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	3120	3203.0	84	97.65		.	HIE_OG0030309
138	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	3204	3516.0	84	97.65		.	HIE_OG0030309
139	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	3517	3582.0	66	97.01		.	HIE_OG0030309
139	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	3583	5802.0	66	97.01		.	HIE_OG0030309
140	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	5803	5942.0	140	98.58		.	HIE_OG0030309
140	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	5943	6488.0	140	98.58		.	HIE_OG0030309
141	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	6489	6580.0	92	97.85		.	HIE_OG0030309
141	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	6581	8183.0	92	97.85		.	HIE_OG0030309
142	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	8184	8280.0	97	97.96		.	HIE_OG0030309
142	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	8281	8507.0	97	97.96		.	HIE_OG0030309
143	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	8508	8583.0	76	97.4		.	HIE_OG0030309
143	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	8584	9681.0	76	97.4		.	HIE_OG0030309
145	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	9682	9891.0	210	98.1		.	HIE_OG0030309
39	LON_SL+_GGOE01000328.1		fine	1130	1265.0	136	98.54	+	.	LON_OG0030307
39	LON_SL+_GGOE01000328.1		intron	1266	3706.0	136	98.54	+	.	LON_OG0030307
40	LON_SL+_GGOE01000328.1		fine	3707	3774.0	68	97.1	+	.	LON_OG0030307
40	LON_SL+_GGOE01000328.1		intron	3775	4087.0	68	97.1	+	.	LON_OG0030307
41	LON_SL+_GGOE01000328.1		fine	4088	4341.0	254	99.22	+	.	LON_OG0030307
1	LON_SL+_GGOE01000359.1		fine	884	1110.0	227	99.12	+	.	LON_OG0030309
1	LON_SL+_GGOE01000359.1		intron	1111	1538.0	227	99.12	+	.	LON_OG0030309
2	LON_SL+_GGOE01000359.1		fine	1539	1776.0	238	99.16	+	.	LON_OG0030309
2	LON_SL+_GGOE01000359.1		intron	1777	2092.0	238	99.16	+	.	LON_OG0030309
3	LON_SL+_GGOE01000359.1		fine	2093	2246.0	154	98.71	+	.	LON_OG0030309
3	LON_SL+_GGOE01000359.1		intron	2247	2329.0	154	98.71	+	.	LON_OG0030309
4	LON_SL+_GGOE01000359.1		fine	2330	2412.0	83	97.62	+	.	LON_OG0030309
4	LON_SL+_GGOE01000359.1		intron	2413	3376.0	83	97.62	+	.	LON_OG0030309
5	LON_SL+_GGOE01000359.1		fine	3377	3442.0	66	97.01	+	.	LON_OG0030309
5	LON_SL+_GGOE01000359.1		intron	3443	3734.0	66	97.01	+	.	LON_OG0030309
6	LON_SL+_GGOE01000359.1		fine	3735	3874.0	140	98.58	+	.	LON_OG0030309
6	LON_SL+_GGOE01000359.1		intron	3875	4221.0	140	98.58	+	.	LON_OG0030309
7	LON_SL+_GGOE01000359.1		fine	4222	4316.0	95	97.92	+	.	LON_OG0030309
7	LON_SL+_GGOE01000359.1		intron	4317	5066.0	95	97.92	+	.	LON_OG0030309
8	LON_SL+_GGOE01000359.1		fine	5067	5286.0	220	99.1	+	.	LON_OG0030309
8	LON_SL+_GGOE01000359.1		intron	5287	6054.0	220	99.1	+	.	LON_OG0030309
9	LON_SL+_GGOE01000359.1		fine	6055	6234.0	180	98.9	+	.	LON_OG0030309
