	seqid	source	exon_type	start	end	length	homology	strand	phase	attributes
50	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	8841	8901.0	61.0	100.0	+	.	GRA_OG0030308
51	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	8902	9790.0	889.0	0.0	+	.	GRA_OG0030308
52	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	9791	9962.0	172.0	100.0	+	.	GRA_OG0030308
53	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	9963	10341.0	379.0	0.0	+	.	GRA_OG0030308
54	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	10342	10408.0	67.0	100.0	+	.	GRA_OG0030308
55	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	10409	10506.0	98.0	0.0	+	.	GRA_OG0030308
56	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	10507	10563.0	57.0	100.0	+	.	GRA_OG0030308
57	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	10564	11838.0	1275.0	0.0	+	.	GRA_OG0030308
58	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	11839	11967.0	129.0	100.0	+	.	GRA_OG0030308
59	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	11968	13171.0	1204.0	0.0	+	.	GRA_OG0030308
60	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	13172	13222.0	51.0	100.0	+	.	GRA_OG0030308
61	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	13223	13882.0	660.0	0.0	+	.	GRA_OG0030308
62	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	13883	13983.0	101.0	99.01	+	.	GRA_OG0030308
63	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	13984	14546.0	563.0	0.0	+	.	GRA_OG0030308
64	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	14547	14643.0	97.0	97.94	+	.	GRA_OG0030308
65	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	14644	15297.0	654.0	0.0	+	.	GRA_OG0030308
66	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	15298	15377.0	80.0	100.0	+	.	GRA_OG0030308
67	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	15378	16481.0	1104.0	0.0	+	.	GRA_OG0030308
68	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	16482	16529.0	48.0	100.0	+	.	GRA_OG0030308
69	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	16530	16809.0	280.0	0.0	+	.	GRA_OG0030308
70	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	16810	16879.0	70.0	100.0	+	.	GRA_OG0030308
71	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	16880	17345.0	466.0	0.0	+	.	GRA_OG0030308
72	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	17346	17427.0	82.0	98.78	+	.	GRA_OG0030308
73	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	17428	17622.0	195.0	0.0	+	.	GRA_OG0030308
74	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	17623	17718.0	96.0	100.0	+	.	GRA_OG0030308
75	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	intron	17719	18106.0	388.0	0.0	+	.	GRA_OG0030308
76	GRA_SL+_TRINITY_DN44436_c0_g1_i1	TRINITY	fine	18107	18426.0	320.0	99.38	+	.	GRA_OG0030308
77	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	200	368.0	169.0	100.0	+	.	HIE_OG0030307
78	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	369	999.0	631.0	0.0	+	.	HIE_OG0030307
79	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	1000	1106.0	107.0	100.0	+	.	HIE_OG0030307
80	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	1107	1279.0	173.0	0.0	+	.	HIE_OG0030307
81	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	1280	1391.0	112.0	100.0	+	.	HIE_OG0030307
82	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	1392	1699.0	308.0	0.0	+	.	HIE_OG0030307
83	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	1700	1761.0	62.0	100.0	+	.	HIE_OG0030307
84	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	1762	2327.0	566.0	0.0	+	.	HIE_OG0030307
85	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	2328	2481.0	154.0	100.0	+	.	HIE_OG0030307
86	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	2482	2887.0	406.0	0.0	+	.	HIE_OG0030307
87	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	2888	2977.0	90.0	100.0	+	.	HIE_OG0030307
88	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	2978	3209.0	232.0	0.0	+	.	HIE_OG0030307
89	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	3210	3342.0	133.0	100.0	+	.	HIE_OG0030307
90	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	3343	5156.0	1814.0	0.0	+	.	HIE_OG0030307
91	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	5157	5220.0	64.0	100.0	+	.	HIE_OG0030307
92	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	5221	5369.0	149.0	0.0	+	.	HIE_OG0030307
93	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	5370	5415.0	46.0	100.0	+	.	HIE_OG0030307
94	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	intron	5416	5851.0	436.0	0.0	+	.	HIE_OG0030307
95	HIE_SL+_TRINITY_DN44987_c1_g4_i1	TRINITY	fine	5852	5994.0	143.0	100.0	+	.	HIE_OG0030307
96	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	fine	199	345.0	147.0	99.32	+	.	HIE_OG0030308
97	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	346	409.0	64.0	0.0	+	.	HIE_OG0030308
98	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	fine	410	467.0	58.0	100.0	+	.	HIE_OG0030308
99	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	intron	468	519.0	52.0	0.0	+	.	HIE_OG0030308
100	HIE_SL+_TRINITY_DN47597_c0_g1_i1	TRINITY	fine	520	567.0	48.0	100.0	+	.	HIE_OG0030308
101	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	607	696.0	90.0	97.78		.	HIE_OG0030309
102	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	697	1820.0	1124.0	0.0		.	HIE_OG0030309
103	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	1821	1998.0	178.0	100.0		.	HIE_OG0030309
104	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	1999	2341.0	343.0	0.0		.	HIE_OG0030309
105	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	2342	2495.0	154.0	100.0		.	HIE_OG0030309
106	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	2496	3119.0	624.0	0.0		.	HIE_OG0030309
107	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	3120	3203.0	84.0	100.0		.	HIE_OG0030309
108	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	3204	3516.0	313.0	0.0		.	HIE_OG0030309
109	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	3517	3582.0	66.0	100.0		.	HIE_OG0030309
110	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	3583	5802.0	2220.0	0.0		.	HIE_OG0030309
111	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	5803	5942.0	140.0	100.0		.	HIE_OG0030309
112	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	5943	6488.0	546.0	0.0		.	HIE_OG0030309
113	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	6489	6580.0	92.0	100.0		.	HIE_OG0030309
114	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	6581	8183.0	1603.0	0.0		.	HIE_OG0030309
115	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	8184	8280.0	97.0	100.0		.	HIE_OG0030309
116	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	8281	8507.0	227.0	0.0		.	HIE_OG0030309
117	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	8508	8583.0	76.0	100.0		.	HIE_OG0030309
118	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	8584	8883.0	300.0	0.0		.	HIE_OG0030309
119	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	8884	8930.0	47.0	100.0		.	HIE_OG0030309
120	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	intron	8931	9681.0	751.0	0.0		.	HIE_OG0030309
121	HIE_SL_TRINITY_DN48344_c2_g1_i8	TRINITY	fine	9682	9891.0	210.0	99.05		.	HIE_OG0030309
122	LON_SL+_GGOE01000328.1		fine	1130	1265.0	136.0	100.0	+	.	LON_OG0030307
123	LON_SL+_GGOE01000328.1		intron	1266	3706.0	2441.0	0.0	+	.	LON_OG0030307
124	LON_SL+_GGOE01000328.1		fine	3707	3774.0	68.0	100.0	+	.	LON_OG0030307
125	LON_SL+_GGOE01000328.1		intron	3775	4087.0	313.0	0.0	+	.	LON_OG0030307
126	LON_SL+_GGOE01000328.1		fine	4088	4341.0	254.0	100.0	+	.	LON_OG0030307
127	LON_SL+_GGOE01000359.1		fine	884	1110.0	227.0	100.0	+	.	LON_OG0030309
128	LON_SL+_GGOE01000359.1		intron	1111	1538.0	428.0	0.0	+	.	LON_OG0030309
129	LON_SL+_GGOE01000359.1		fine	1539	1776.0	238.0	100.0	+	.	LON_OG0030309
130	LON_SL+_GGOE01000359.1		intron	1777	2092.0	316.0	0.0	+	.	LON_OG0030309
131	LON_SL+_GGOE01000359.1		fine	2093	2246.0	154.0	100.0	+	.	LON_OG0030309
132	LON_SL+_GGOE01000359.1		intron	2247	2329.0	83.0	0.0	+	.	LON_OG0030309
133	LON_SL+_GGOE01000359.1		fine	2330	2412.0	83.0	100.0	+	.	LON_OG0030309
134	LON_SL+_GGOE01000359.1		intron	2413	3376.0	964.0	0.0	+	.	LON_OG0030309
135	LON_SL+_GGOE01000359.1		fine	3377	3442.0	66.0	100.0	+	.	LON_OG0030309
136	LON_SL+_GGOE01000359.1		intron	3443	3734.0	292.0	0.0	+	.	LON_OG0030309
137	LON_SL+_GGOE01000359.1		fine	3735	3874.0	140.0	100.0	+	.	LON_OG0030309
138	LON_SL+_GGOE01000359.1		intron	3875	4221.0	347.0	0.0	+	.	LON_OG0030309
139	LON_SL+_GGOE01000359.1		fine	4222	4316.0	95.0	100.0	+	.	LON_OG0030309
140	LON_SL+_GGOE01000359.1		intron	4317	5066.0	750.0	0.0	+	.	LON_OG0030309
141	LON_SL+_GGOE01000359.1		fine	5067	5286.0	220.0	100.0	+	.	LON_OG0030309
142	LON_SL+_GGOE01000359.1		intron	5287	6054.0	768.0	0.0	+	.	LON_OG0030309
143	LON_SL+_GGOE01000359.1		fine	6055	6234.0	180.0	100.0	+	.	LON_OG0030309
